0,183,-50
0,183,-56
0,184,-50
0,182,-49
0,182,-48
0,183,-49
0,183,-49
0,183,-50
0,182,-50
0,183,-48
0,183,-48
0,183,-49
0,184,-49
0,183,-50
0,183,-50
0,184,-49
0,183,-50
0,183,-48
0,183,-49
0,183,-50
1,182,-58
1,175,-52
1,165,-47
1,157,-50
1,155,-52
1,155,-50
1,155,-50
1,155,-53
1,155,-50
1,155,-50
1,155,-49
1,155,-49
1,155,-50
1,155,-50
1,155,-49
1,155,-49
1,155,-50
1,155,-50
1,154,-50
1,155,-50
2,152,-50
2,142,-51
2,135,-55
2,126,-47
2,121,-51
2,120,-51
2,120,-61
2,120,-55
2,119,-57
2,119,-54
2,120,-56
2,120,-50
2,119,-49
2,120,-49
2,119,-49
2,119,-48
2,120,-48
2,120,-51
2,120,-52
2,120,-55
3,0,-49
3,101,-47
3,101,-47
3,101,-47
3,101,-47
3,101,-47
3,101,-47
3,100,-48
3,101,-48
3,101,-47
3,101,-47
3,101,-44
3,101,-49
3,100,-49
3,101,-48
3,101,-49
3,101,-47
3,101,-47
3,101,-47
3,101,-48
4,0,-48
4,100,-48
4,101,-48
4,100,-46
4,100,-46
4,101,-44
4,100,-45
4,101,-46
4,101,-46
4,100,-46
4,101,-46
4,101,-44
4,101,-45
4,101,-46
4,101,-48
4,100,-46
4,100,-47
4,100,-46
4,101,-45
4,100,-47
5,0,-47
5,95,-48
5,88,-44
5,88,-43
5,87,-43
5,87,-43
5,87,-42
5,88,-42
5,88,-43
5,88,-44
5,88,-43
5,88,-42
5,88,-43
5,88,-44
5,88,-43
5,88,-42
5,88,-42
5,88,-43
5,88,-43
5,88,-42
6,0,-42
6,85,-42
6,78,-46
6,69,-44
6,60,-46
6,54,-43
6,45,-39
6,41,-39
6,39,-39
6,40,-39
6,40,-41
6,40,-39
6,40,-39
6,40,-40
6,40,-40
6,40,-40
6,40,-40
6,40,-39
6,40,-39
6,40,-39
7,33,-51
7,18,-47
7,18,-48
7,18,-47
7,18,-48
7,18,-48
7,18,-48
7,18,-47
7,18,-48
7,18,-48
7,18,-48
7,18,-50
7,18,-51
7,18,-53
7,18,-53
7,18,-54
7,18,-55
7,18,-55
7,18,-54
7,18,-51
0,212,-50
0,213,-51
0,214,-51
0,213,-51
0,213,-50
0,214,-51
0,213,-50
0,214,-51
0,213,-51
0,213,-50
0,213,-50
0,213,-51
0,212,-51
0,214,-51
0,213,-52
0,214,-52
0,213,-52
0,214,-52
0,214,-51
0,212,-52
1,169,-53
1,164,-55
1,165,-55
1,165,-55
1,166,-55
1,164,-56
1,166,-56
1,165,-59
1,165,-59
1,165,-56
1,165,-55
1,165,-56
1,165,-57
1,165,-57
1,165,-55
1,165,-55
1,165,-53
1,165,-52
1,166,-52
1,165,-53
2,138,-49
2,137,-48
2,137,-49
2,139,-49
2,137,-49
2,137,-50
2,138,-51
2,138,-51
2,137,-51
2,138,-50
2,138,-48
2,138,-48
2,138,-49
2,138,-51
2,138,-49
2,138,-47
2,137,-46
2,137,-46
2,137,-48
2,137,-49
3,105,-56
3,106,-53
3,105,-54
3,105,-56
3,105,-51
3,105,-49
3,105,-53
3,105,-55
3,107,-50
3,105,-50
3,105,-50
3,105,-51
3,105,-54
3,105,-51
3,105,-50
3,105,-50
3,105,-50
3,105,-50
3,105,-51
3,106,-50
4,71,-39
4,62,-39
4,56,-43
4,55,-43
4,55,-43
4,55,-42
4,55,-42
4,55,-42
4,55,-42
4,55,-42
4,55,-42
4,55,-42
4,55,-42
4,55,-42
4,55,-42
4,56,-42
4,55,-42
4,55,-43
4,55,-43
4,55,-43
5,29,-42
5,28,-43
5,28,-42
5,28,-42
5,28,-42
5,28,-42
5,28,-41
5,28,-41
5,28,-41
5,28,-41
5,28,-40
5,28,-41
5,28,-44
5,28,-45
5,28,-43
5,28,-42
5,28,-42
5,28,-41
5,28,-41
5,28,-40
6,26,-38
6,26,-38
6,26,-38
6,26,-39
6,26,-38
6,26,-39
6,26,-36
6,26,-37
6,26,-39
6,26,-37
6,26,-37
6,26,-37
6,26,-39
6,26,-37
6,26,-38
6,26,-38
6,26,-38
6,26,-38
6,26,-38
6,26,-38
7,5,-27
7,5,-28
7,5,-27
7,5,-27
7,5,-27
7,5,-27
7,5,-27
7,5,-27
7,5,-27
7,5,-27
7,5,-28
7,5,-28
7,5,-27
7,5,-27
7,5,-28
7,5,-27
7,5,-30
7,5,-28
7,5,-27
7,5,-27
0,222,-50
0,222,-52
0,222,-52
0,223,-51
0,225,-51
0,225,-51
0,222,-51
0,224,-52
0,223,-52
0,223,-52
0,223,-52
0,223,-52
0,222,-51
0,223,-51
0,224,-51
0,222,-50
0,223,-52
0,225,-49
0,225,-52
0,222,-50
1,210,-49
1,210,-49
1,210,-48
1,210,-49
1,210,-49
1,210,-49
1,210,-49
1,210,-49
1,210,-49
1,212,-48
1,211,-48
1,210,-48
1,210,-48
1,210,-50
1,210,-49
1,210,-49
1,210,-50
1,212,-48
1,210,-48
1,211,-49
2,200,-56
2,202,-57
2,200,-57
2,200,-56
2,201,-57
2,202,-57
2,201,-57
2,202,-57
2,254,-57
2,201,-57
2,200,-57
2,200,-58
2,202,-58
2,201,-57
2,202,-57
2,202,-57
2,201,-56
2,201,-56
2,201,-56
2,246,-55
3,159,-51
3,158,-51
3,159,-52
3,158,-53
3,158,-51
3,158,-51
3,158,-51
3,159,-52
3,157,-52
3,158,-52
3,158,-53
3,158,-55
3,158,-52
3,158,-52
3,158,-51
3,158,-52
3,158,-53
3,158,-53
3,159,-53
3,158,-52
4,135,-47
4,134,-47
4,136,-46
4,136,-47
4,136,-47
4,135,-47
4,134,-47
4,136,-48
4,136,-47
4,135,-48
4,135,-47
4,134,-47
4,136,-49
4,135,-48
4,135,-47
4,136,-48
4,135,-48
4,134,-47
4,136,-48
4,135,-48
5,129,-53
5,130,-53
5,129,-52
5,130,-52
5,129,-52
5,129,-52
5,130,-53
5,129,-53
5,129,-52
5,129,-52
5,130,-52
5,129,-53
5,129,-53
5,130,-54
5,129,-53
5,129,-53
5,129,-54
5,129,-54
5,131,-53
5,129,-53
6,126,-51
6,126,-51
6,126,-51
6,126,-50
6,126,-50
6,126,-50
6,126,-50
6,125,-50
6,126,-49
6,127,-50
6,127,-50
6,126,-50
6,126,-50
6,127,-50
6,126,-50
6,126,-50
6,126,-49
6,127,-49
6,128,-49
6,128,-49
7,92,-41
7,92,-42
7,91,-42
7,91,-42
7,91,-45
7,92,-42
7,93,-43
7,92,-44
7,92,-42
7,93,-42
7,92,-41
7,92,-41
7,92,-41
7,92,-41
7,92,-41
7,92,-41
7,91,-42
7,93,-42
7,92,-42
7,91,-43
0,213,-50
0,223,-50
0,223,-50
0,214,-49
0,223,-52
0,214,-50
0,213,-49
0,215,-48
0,222,-50
0,223,-49
0,215,-50
0,222,-50
0,222,-50
0,223,-49
0,222,-50
0,223,-50
0,223,-50
0,222,-51
0,223,-51
0,214,-51
1,180,-50
1,180,-50
1,180,-49
1,180,-49
1,182,-49
1,182,-49
1,180,-47
1,179,-49
1,181,-47
1,181,-48
1,181,-48
1,180,-49
1,181,-49
1,180,-49
1,181,-49
1,181,-49
1,180,-48
1,180,-48
1,180,-50
1,180,-49
2,174,-49
2,174,-49
2,174,-50
2,174,-49
2,174,-49
2,174,-50
2,175,-49
2,173,-50
2,176,-49
2,174,-49
2,174,-49
2,174,-50
2,174,-50
2,175,-49
2,174,-49
2,173,-49
2,174,-49
2,174,-50
2,174,-49
2,175,-50
3,145,-48
3,145,-49
3,145,-48
3,145,-48
3,145,-48
3,144,-47
3,145,-47
3,145,-48
3,145,-48
3,145,-48
3,145,-48
3,145,-49
3,146,-49
3,145,-48
3,144,-48
3,145,-48
3,145,-48
3,145,-49
3,145,-49
3,145,-48
4,102,-45
4,102,-44
4,101,-47
4,101,-46
4,101,-46
4,101,-47
4,102,-47
4,102,-46
4,101,-45
4,101,-47
4,101,-46
4,101,-45
4,101,-44
4,101,-44
4,101,-47
4,102,-48
4,101,-47
4,102,-45
4,101,-46
4,101,-45
5,66,-40
5,66,-38
5,66,-41
5,66,-39
5,66,-39
5,66,-39
5,66,-38
5,66,-38
5,66,-38
5,66,-39
5,66,-38
5,66,-38
5,66,-39
5,66,-37
5,66,-37
5,66,-39
5,66,-40
5,66,-38
5,65,-40
5,66,-39
6,55,-42
6,55,-42
6,55,-41
6,55,-42
6,55,-43
6,55,-43
6,55,-43
6,55,-43
6,55,-42
6,55,-42
6,55,-43
6,55,-42
6,55,-42
6,55,-43
6,55,-43
6,55,-43
6,55,-43
6,55,-43
6,55,-43
6,55,-43
7,28,-47
7,28,-46
7,28,-45
7,28,-46
7,28,-47
7,28,-47
7,28,-49
7,28,-50
7,28,-48
7,28,-47
7,28,-46
7,28,-51
7,28,-52
7,28,-47
7,28,-47
7,28,-48
7,28,-48
7,28,-48
7,28,-47
7,28,-47
0,213,-51
0,213,-50
0,213,-52
0,213,-52
0,213,-52
0,213,-52
0,213,-52
0,213,-53
0,213,-53
0,214,-52
0,213,-52
0,214,-52
0,213,-51
0,214,-53
0,214,-53
0,213,-53
0,213,-52
0,214,-53
0,214,-52
0,214,-51
1,168,-46
1,166,-45
1,165,-46
1,166,-46
1,165,-46
1,165,-46
1,166,-46
1,165,-46
1,167,-46
1,166,-47
1,166,-46
1,165,-45
1,166,-46
1,165,-46
1,166,-47
1,166,-47
1,166,-47
1,167,-46
1,166,-47
1,166,-46
2,163,-48
2,163,-48
2,163,-48
2,163,-49
2,163,-48
2,163,-49
2,162,-48
2,163,-49
2,163,-49
2,163,-48
2,163,-48
2,163,-48
2,163,-48
2,163,-49
2,163,-48
2,162,-48
2,165,-49
2,163,-48
2,163,-48
2,163,-49
3,132,-48
3,132,-49
3,132,-47
3,132,-48
3,132,-49
3,133,-49
3,132,-50
3,132,-49
3,132,-48
3,133,-48
3,132,-48
3,131,-50
3,132,-52
3,132,-50
3,132,-48
3,132,-49
3,132,-52
3,132,-51
3,132,-51
3,132,-50
4,112,-49
4,112,-50
4,111,-49
4,111,-49
4,112,-48
4,111,-50
4,111,-49
4,111,-50
4,112,-50
4,111,-51
4,111,-50
4,111,-51
4,111,-50
4,111,-50
4,111,-50
4,111,-49
4,112,-50
4,111,-49
4,111,-48
4,111,-49
5,77,-42
5,77,-42
5,77,-41
5,77,-41
5,77,-40
5,77,-40
5,78,-40
5,78,-40
5,78,-40
5,77,-40
5,76,-40
5,77,-40
5,78,-39
5,78,-41
5,77,-40
5,77,-41
5,77,-42
5,77,-40
5,77,-40
5,77,-40
6,39,-54
6,39,-54
6,40,-53
6,39,-52
6,40,-50
6,40,-52
6,40,-53
6,40,-50
6,40,-46
6,40,-48
6,40,-52
6,39,-47
6,39,-47
6,40,-49
6,40,-49
6,40,-47
6,40,-48
6,40,-47
6,40,-50
6,40,-50
7,24,-39
7,24,-39
7,24,-41
7,24,-38
7,24,-38
7,24,-41
7,24,-41
7,24,-40
7,24,-40
7,24,-39
7,24,-39
7,24,-38
7,24,-41
7,24,-39
7,24,-38
7,24,-38
7,24,-39
7,24,-38
7,24,-39
7,24,-40
0,210,-55
0,209,-52
0,210,-52
0,209,-51
0,209,-51
0,209,-51
0,209,-50
0,209,-50
