0,230,-56
0,245,-55
0,230,-54
0,236,-57
0,234,-58
0,243,-57
0,219,-58
0,229,-56
0,246,-57
0,234,-58
0,239,-56
0,233,-59
0,236,-58
0,232,-57
0,253,-56
0,250,-57
0,244,-56
0,251,-57
0,231,-58
0,228,-58
1,249,-58
1,228,-58
1,244,-57
1,228,-57
1,215,-58
1,250,-57
1,2,-57
1,249,-57
1,222,-54
1,234,-54
1,241,-54
1,234,-54
1,253,-56
1,4,-58
1,239,-57
1,251,-57
1,240,-57
1,243,-55
1,242,-57
1,231,-59
2,194,-53
2,193,-53
2,193,-54
2,194,-54
2,194,-52
2,193,-54
2,192,-54
2,194,-52
2,193,-51
2,193,-53
2,193,-51
2,193,-52
2,193,-52
2,193,-53
2,193,-53
2,193,-53
2,192,-52
2,194,-53
2,193,-52
2,193,-53
3,156,-57
3,157,-56
3,157,-54
3,157,-56
3,156,-55
3,158,-55
3,157,-56
3,156,-55
3,156,-55
3,156,-54
3,156,-54
3,156,-55
3,156,-53
3,156,-54
3,157,-55
3,156,-54
3,156,-55
3,157,-54
3,157,-54
3,156,-53
4,155,-55
4,157,-54
4,155,-56
4,155,-54
4,155,-56
4,155,-54
4,155,-52
4,155,-53
4,157,-53
4,157,-54
4,156,-54
4,155,-55
4,157,-57
4,155,-56
4,155,-56
4,156,-56
4,155,-54
4,156,-54
4,155,-55
4,156,-55
5,139,-49
5,139,-50
5,138,-51
5,137,-51
5,137,-50
5,137,-51
5,137,-51
5,137,-50
5,137,-51
5,137,-51
5,138,-51
5,137,-52
5,137,-51
5,140,-51
5,138,-50
5,137,-50
5,137,-50
5,137,-53
5,137,-49
5,137,-49
6,108,-52
6,108,-51
6,108,-52
6,108,-53
6,108,-53
6,107,-54
6,109,-54
6,109,-54
6,109,-52
6,108,-52
6,108,-55
6,107,-56
6,107,-53
6,107,-55
6,108,-54
6,108,-58
6,109,-56
6,108,-58
6,108,-56
6,108,-56
7,69,-55
7,63,-56
7,60,-51
7,61,-50
7,61,-50
7,61,-51
7,61,-57
7,61,-57
7,61,-52
7,61,-53
7,61,-51
7,61,-53
7,61,-50
7,61,-51
7,61,-51
7,61,-51
7,61,-54
7,61,-52
7,61,-51
7,61,-54
0,240,-60
0,0,-59
0,246,-62
0,219,-58
0,0,-57
0,242,-61
0,1,-63
0,228,-64
0,6,-63
0,240,-61
0,230,-61
0,197,-64
0,219,-58
0,241,-61
0,0,-58
0,231,-56
0,254,-61
0,239,-60
0,228,-57
0,227,-58
1,233,-55
1,231,-55
1,240,-54
1,229,-55
1,243,-52
1,238,-52
1,222,-57
1,1,-58
1,221,-56
1,240,-53
1,232,-54
1,13,-52
1,239,-57
1,231,-55
1,239,-56
1,242,-54
1,232,-54
1,4,-54
1,250,-55
1,224,-55
2,175,-57
2,175,-57
2,176,-56
2,175,-56
2,175,-55
2,176,-55
2,175,-53
2,175,-55
2,175,-58
2,174,-55
2,175,-55
2,175,-57
2,176,-56
2,175,-57
2,175,-59
2,175,-59
2,175,-59
2,175,-57
2,175,-56
2,174,-56
3,141,-55
3,142,-53
3,142,-53
3,141,-53
3,143,-52
3,142,-52
3,142,-53
3,142,-51
3,143,-53
3,141,-54
3,142,-53
3,143,-54
3,141,-55
3,142,-54
3,142,-55
3,143,-53
3,141,-54
3,143,-54
3,142,-52
3,143,-52
4,116,-56
4,116,-57
4,116,-55
4,116,-57
4,117,-56
4,116,-58
4,117,-58
4,117,-57
4,117,-62
4,117,-56
4,116,-60
4,117,-55
4,116,-57
4,116,-59
4,117,-55
4,117,-58
4,116,-55
4,116,-57
4,117,-60
4,117,-57
5,115,-56
5,114,-56
5,115,-54
5,115,-54
5,115,-56
5,115,-55
5,114,-53
5,116,-50
5,115,-52
5,115,-51
5,114,-51
5,115,-51
5,115,-53
5,116,-52
5,114,-51
5,114,-51
5,115,-51
5,115,-53
5,115,-53
5,114,-52
6,83,-52
6,84,-54
6,83,-51
6,84,-52
6,83,-55
6,83,-54
6,83,-55
6,82,-53
6,82,-52
6,82,-52
6,83,-52
6,83,-52
6,82,-54
6,84,-53
6,83,-54
6,83,-56
6,82,-55
6,82,-56
6,82,-55
6,82,-61
7,74,-51
7,74,-50
7,74,-49
7,74,-53
7,74,-51
7,74,-51
7,74,-52
7,74,-51
7,74,-52
7,74,-52
7,74,-52
7,74,-48
7,74,-49
7,74,-53
7,74,-52
7,74,-51
7,74,-51
7,74,-49
7,74,-53
7,74,-49
0,195,-56
0,194,-54
0,192,-56
0,192,-55
0,193,-54
0,193,-55
0,193,-54
0,192,-52
0,193,-55
0,193,-53
0,193,-52
0,192,-54
0,193,-55
0,193,-55
0,194,-55
0,195,-55
0,193,-55
0,193,-54
0,194,-53
0,194,-53
1,192,-52
1,194,-51
1,193,-51
1,193,-51
1,193,-51
1,194,-53
1,192,-52
1,193,-51
1,192,-52
1,192,-52
1,195,-52
1,193,-52
1,192,-53
1,194,-53
1,192,-53
1,193,-52
1,193,-51
1,193,-51
1,193,-53
1,192,-52
2,164,-51
2,163,-53
2,163,-51
2,164,-53
2,162,-53
2,164,-52
2,163,-58
2,163,-57
2,163,-57
2,162,-56
2,163,-54
2,163,-51
2,164,-50
2,164,-52
2,163,-52
2,163,-52
2,163,-52
2,164,-52
2,164,-54
2,162,-55
3,123,-55
3,116,-49
3,113,-48
3,113,-50
3,113,-50
3,113,-50
3,114,-50
3,113,-50
3,114,-51
3,113,-52
3,113,-52
3,113,-52
3,113,-51
3,113,-50
3,113,-49
3,113,-48
3,113,-48
3,114,-49
3,113,-47
3,113,-47
4,88,-58
4,88,-57
4,88,-57
4,88,-57
4,88,-56
4,89,-57
4,88,-57
4,88,-58
4,88,-57
4,88,-58
4,88,-59
4,88,-58
4,88,-56
4,88,-56
4,88,-56
4,88,-56
4,88,-54
4,88,-53
4,88,-53
4,88,-53
5,237,-51
5,83,-51
5,236,-55
5,83,-51
5,247,-52
5,82,-50
5,239,-52
5,83,-51
5,240,-49
5,82,-48
5,225,-50
5,83,-50
5,6,-54
5,83,-54
5,245,-53
5,82,-55
5,202,-53
5,82,-49
5,215,-49
5,84,-50
6,64,-58
6,64,-59
6,64,-58
6,64,-59
6,64,-59
6,64,-58
6,64,-54
6,64,-56
6,64,-52
6,64,-54
6,64,-56
6,64,-54
6,64,-53
6,64,-55
6,64,-53
6,64,-58
6,64,-59
6,64,-56
6,64,-55
6,64,-54
7,26,-41
7,22,-39
7,22,-39
7,22,-41
7,22,-41
7,23,-41
7,23,-40
7,23,-38
7,23,-38
7,23,-38
7,23,-38
7,23,-38
7,23,-39
7,23,-37
7,23,-38
7,22,-36
7,22,-38
7,22,-38
7,22,-38
7,23,-38
0,187,-58
0,187,-58
0,187,-58
0,187,-63
0,187,-59
0,188,-59
0,187,-62
0,187,-64
0,187,-61
0,187,-61
0,188,-59
0,188,-59
0,187,-61
0,187,-61
0,188,-63
0,187,-61
0,187,-62
0,187,-61
0,187,-54
0,187,-54
1,174,-54
1,174,-53
1,174,-55
1,174,-54
1,174,-53
1,174,-55
1,174,-54
1,174,-53
1,175,-57
1,174,-57
1,174,-55
1,174,-57
1,174,-55
1,174,-55
1,175,-57
1,175,-57
1,175,-53
1,174,-57
1,174,-57
1,174,-55
2,136,-54
2,135,-54
2,135,-57
2,135,-54
2,135,-54
2,135,-58
2,136,-56
2,136,-56
2,135,-55
2,135,-55
2,135,-55
2,135,-56
2,135,-56
2,135,-58
2,135,-59
2,135,-61
2,135,-62
2,135,-61
2,135,-57
2,135,-58
3,96,-56
3,94,-57
3,94,-57
3,94,-57
3,93,-55
3,94,-54
3,94,-56
3,94,-55
3,93,-56
3,94,-58
3,94,-62
3,93,-59
3,94,-57
3,94,-57
3,94,-60
3,94,-60
3,94,-56
3,94,-54
3,94,-55
3,94,-52
4,78,-54
4,78,-55
4,78,-54
4,78,-52
4,153,-51
4,81,-55
4,78,-55
4,81,-55
4,82,-55
4,81,-55
4,80,-55
4,81,-54
4,82,-55
4,82,-53
4,81,-53
4,80,-52
4,79,-53
4,78,-55
4,79,-53
4,82,-54
5,72,-62
5,72,-59
5,72,-56
5,71,-55
5,71,-51
5,71,-50
5,71,-50
5,71,-53
5,71,-53
5,71,-59
5,71,-56
5,71,-57
5,71,-56
5,71,-57
5,71,-53
5,71,-56
5,71,-60
5,71,-57
5,71,-56
5,71,-53
6,51,-46
6,51,-47
6,51,-48
