0,239,-51
0,240,-52
0,240,-56
0,239,-52
0,240,-54
0,239,-55
0,239,-55
0,240,-51
0,240,-52
0,239,-52
0,239,-53
0,239,-53
0,239,-56
0,240,-52
0,239,-53
0,239,-57
0,240,-51
0,240,-56
0,239,-53
0,239,-50
1,225,-53
1,225,-53
1,225,-51
1,225,-55
1,224,-52
1,225,-56
1,225,-51
1,226,-51
1,224,-52
1,224,-50
1,225,-51
1,225,-50
1,225,-52
1,226,-52
1,225,-55
1,224,-55
1,225,-56
1,226,-56
1,225,-56
1,225,-55
2,222,-51
2,222,-50
2,224,-51
2,221,-52
2,222,-52
2,222,-51
2,222,-52
2,224,-51
2,222,-51
2,221,-51
2,222,-51
2,221,-51
2,221,-54
2,221,-58
2,222,-50
2,223,-56
2,223,-51
2,222,-52
2,222,-57
2,222,-56
3,193,-50
3,190,-51
3,190,-51
3,189,-51
3,190,-55
3,190,-53
3,190,-55
3,190,-55
3,190,-52
3,190,-55
3,190,-54
3,189,-51
3,189,-51
3,189,-51
3,189,-52
3,189,-55
3,189,-56
3,189,-53
3,189,-54
3,189,-53
4,168,-52
4,168,-52
4,168,-53
4,168,-53
4,168,-53
4,168,-53
4,168,-53
4,168,-53
4,168,-53
4,169,-55
4,168,-54
4,169,-53
4,168,-52
4,169,-51
4,168,-51
4,168,-52
4,168,-51
4,168,-51
4,168,-52
4,169,-51
5,161,-60
5,160,-62
5,161,-61
5,161,-59
5,161,-57
5,160,-55
5,161,-55
5,161,-51
5,161,-52
5,161,-55
5,161,-54
5,160,-51
5,161,-58
5,161,-56
5,160,-60
5,160,-60
5,160,-52
5,161,-53
5,161,-53
5,161,-55
6,128,-50
6,128,-49
6,128,-50
6,128,-50
6,129,-50
6,128,-50
6,128,-50
6,129,-49
6,129,-49
6,128,-49
6,128,-50
6,128,-49
6,128,-50
6,128,-50
6,128,-49
6,128,-50
6,128,-50
6,128,-51
6,128,-51
6,128,-51
7,111,-48
7,111,-48
7,111,-48
7,111,-47
7,111,-48
7,111,-49
7,111,-49
7,111,-49
7,111,-48
7,111,-49
7,111,-49
7,111,-48
7,111,-48
7,111,-48
7,111,-49
7,110,-49
7,112,-49
7,112,-48
7,111,-49
7,112,-48
0,190,-53
0,189,-53
0,190,-53
0,189,-58
0,189,-58
0,189,-51
0,189,-52
0,189,-49
0,189,-49
0,190,-49
0,189,-52
0,190,-57
0,189,-55
0,189,-49
0,190,-50
0,191,-51
0,189,-53
0,191,-54
0,189,-51
0,190,-52
1,189,-50
1,189,-49
1,190,-49
1,190,-49
1,190,-49
1,190,-50
1,189,-50
1,190,-50
1,189,-51
1,189,-51
1,190,-53
1,190,-52
1,189,-53
1,189,-54
1,189,-53
1,189,-53
1,190,-53
1,189,-54
1,190,-54
1,190,-53
2,161,-51
2,161,-51
2,160,-51
2,161,-52
2,160,-52
2,160,-51
2,161,-52
2,160,-51
2,160,-51
2,160,-51
2,160,-52
2,160,-51
2,161,-51
2,160,-51
2,160,-51
2,161,-51
2,160,-51
2,160,-51
2,161,-51
2,161,-51
3,142,-50
3,142,-50
3,142,-52
3,142,-55
3,142,-51
3,142,-49
3,142,-51
3,142,-49
3,142,-51
3,142,-51
3,143,-52
3,142,-53
3,141,-51
3,142,-51
3,141,-56
3,141,-49
3,142,-52
3,141,-52
3,141,-55
3,141,-55
4,108,-54
4,103,-51
4,103,-51
4,103,-51
4,103,-52
4,103,-54
4,103,-53
4,103,-53
4,103,-53
4,103,-54
4,103,-57
4,103,-54
4,103,-52
4,103,-57
4,103,-52
4,103,-51
4,103,-51
4,103,-53
4,103,-53
4,103,-53
5,79,-50
5,78,-50
5,78,-49
5,78,-49
5,78,-50
5,78,-49
5,78,-49
5,78,-49
5,78,-48
5,78,-48
5,78,-49
5,78,-49
5,78,-49
5,78,-50
5,78,-49
5,78,-49
5,78,-49
5,78,-49
5,78,-49
5,78,-49
6,69,-45
6,69,-44
6,69,-44
6,69,-44
6,69,-44
6,69,-46
6,69,-45
6,69,-44
6,69,-43
6,69,-46
6,69,-45
6,69,-46
6,69,-45
6,69,-45
6,69,-45
6,69,-46
6,69,-47
6,69,-47
6,69,-46
6,69,-46
7,53,-46
7,53,-45
7,53,-46
7,53,-45
7,53,-45
7,53,-45
7,53,-45
7,53,-47
7,53,-46
7,53,-46
7,53,-45
7,53,-46
7,53,-46
7,53,-46
7,53,-46
7,53,-46
7,53,-46
7,53,-45
7,53,-46
7,53,-45
0,142,-48
0,142,-54
0,142,-50
0,142,-48
0,144,-49
0,144,-49
0,143,-49
0,142,-48
0,142,-48
0,143,-49
0,142,-48
0,143,-49
0,142,-50
0,143,-50
0,143,-50
0,142,-50
0,142,-50
0,143,-49
0,142,-48
0,142,-48
1,119,-52
1,119,-52
1,119,-52
1,119,-52
1,119,-51
1,120,-52
1,119,-52
1,119,-52
1,120,-51
1,119,-51
1,120,-50
1,120,-50
1,119,-49
