-26,6,50,20
-5,16,50,20
-3,21,50,20
37,25,50,20
41,22,50,20
-5,19,50,20
39,23,50,20
-10,20,50,20
-22,27,50,20
37,37,50,20
40,34,50,20
39,30,50,20
-21,27,50,20
71,37,49,20
40,25,50,20
12,21,50,20
39,22,50,20
-6,34,35,20
-10,39,34,20
-10,45,34,20
48,52,34,20
33,46,34,20
10,44,34,20
33,46,34,20
-2,44,34,20
34,49,34,20
31,47,34,20
36,45,35,20
-25,43,35,20
40,55,34,20
41,67,18,20
41,64,18,20
-19,59,18,20
36,69,18,20
41,68,18,20
37,63,18,20
-22,60,19,20
27,71,19,20
39,55,35,20
40,51,35,20
43,31,51,20
-4,27,51,20
42,32,51,20
24,13,66,20
-24,12,66,20
41,25,66,20
71,20,66,20
-18,6,66,20
48,16,66,20
-18,9,67,20
58,20,66,20
-19,10,66,20
51,22,66,20
-4,6,76,20
41,12,76,20
41,7,76,20
27,6,75,20
42,6,75,20
26,6,75,20
24,6,75,20
42,6,75,20
23,6,75,20
36,22,59,20
-24,20,59,20
39,48,43,20
31,44,42,20
54,43,43,20
-24,35,42,20
37,48,42,20
51,43,43,20
9,37,43,20
36,39,43,20
-18,36,42,20
23,47,42,20
34,46,42,20
56,44,42,20
-24,5,5,10
-35,19,5,10
-34,38,5,10
41,54,4,10
-15,44,5,10
21,53,5,10
42,51,5,10
-27,41,5,10
-15,53,5,10
-25,64,5,10
72,99,30,10
62,27,30,10
-26,5,29,10
15,25,29,10
-11,23,29,10
-16,29,29,10
-33,41,30,10
51,58,29,10
-38,89,29,10
44,59,30,10
-10,47,29,10
-19,56,29,10
21,59,29,10
56,41,125,10
-22,16,126,10
21,29,146,10
27,25,124,10
67,21,57,10
-38,6,54,10
31,23,54,10
16,17,53,10
10,16,54,10
11,16,55,10
14,16,55,10
11,16,54,10
33,5,69,10
33,5,68,10
53,5,67,10
53,5,67,10
34,5,67,10
8,28,41,10
-13,28,41,10
48,33,42,10
66,33,42,10
-45,5,24,30
-29,35,24,30
-11,52,24,30
-19,66,24,30
-10,85,24,30
90,96,24,30
6,77,24,30
-19,79,24,30
73,95,24,30
2,81,24,30
92,103,24,30
-16,72,24,30
-18,83,24,30
80,93,24,30
36,55,48,30
-19,55,48,30
69,70,48,30
-3,61,48,30
94,132,48,30
-23,51,48,30
109,62,49,30
-26,40,48,30
-22,55,48,30
32,70,48,30
29,70,48,30
28,70,49,30
19,43,73,30
-30,44,73,30
56,61,73,30
66,52,73,30
-32,45,73,30
82,63,73,30
26,46,73,30
23,46,73,30
43,47,73,30
8,45,73,30
76,50,73,30
-13,38,73,30
31,26,97,30
-30,25,98,30
-87,41,98,30
13,73,98,30
-7,76,98,30
-8,83,98,30
-52,94,99,30
-52,115,98,30
-21,147,98,30
0,154,98,30
-22,160,98,30
24,177,99,30
-15,177,99,30
-23,76,98,30
-57,122,99,30
-23,181,98,30
-50,239,99,30
-7,254,98,30
-21,9,99,30
-11,238,98,30
-27,252,99,30
-9,4,99,30
-19,23,98,30
-4,35,98,30
-45,39,98,30
-48,117,98,30
-34,225,98,30
-104,20,98,30
-43,57,98,30
-21,78,99,30
-37,92,98,30
-19,104,98,30
-11,115,97,30
-19,126,98,30
0,107,99,30
-72,8,98,30
-41,40,98,30
-13,70,67,30
21,115,42,30
35,114,42,30
37,120,33,30
27,120,33,30
97,120,33,30
41,116,33,30
-63,114,33,30
-33,148,33,30
72,207,33,30
17,163,33,30
28,161,33,30
5,149,5,30
53,149,6,30
87,142,6,30
28,129,7,30
62,130,6,30
71,123,7,30
16,114,7,30
17,140,7,30
-17,119,7,30
81,125,6,30
11,118,6,30
-5,146,7,30
58,156,7,30
61,152,6,30
18,142,7,30
13,142,7,30
