-45,4
-44,4
-45,5
-44,5
-45,5
-45,5
-45,5
-44,5
-44,5
-45,5
-43,7
-42,7
-43,7
-42,7
-43,7
-42,7
-43,7
-43,7
-42,7
-41,7
-42,10
-42,10
-42,10
-42,10
-42,10
-43,10
-43,10
-43,10
-43,10
-43,10
-42,14
-42,14
-42,14
-42,13
-42,14
-43,13
-42,13
-42,14
-42,13
-42,13
-43,16
-43,16
-43,16
-43,16
-43,16
-43,16
-43,15
-43,15
-43,15
-43,15
-43,18
-43,18
-43,18
-43,18
-43,18
-43,18
-43,18
-43,18
-43,18
-43,18
-44,21
-44,21
-44,21
-44,21
-44,21
-44,20
-44,20
-44,20
-44,20
-44,20
-48,24
-48,24
-47,24
-47,24
-48,24
-47,24
-48,24
-48,24
-48,24
-48,24
-48,26
-47,27
-48,26
-47,26
-49,26
-48,26
-48,27
-48,27
-48,26
-48,27
-49,30
-49,29
-49,29
-49,30
-49,30
-48,30
-49,30
-49,30
-49,30
-49,30
-49,32
-50,32
-49,32
-49,32
-48,32
-49,32
-50,32
-50,32
-49,32
-49,32
-49,34
-50,34
-50,34
-50,34
-49,34
-50,34
-50,34
-50,34
-50,34
-50,34
-50,37
-50,37
-49,37
-49,37
-50,37
-50,37
-49,37
-49,37
-49,37
-49,37
-48,39
-48,39
-48,39
-48,39
-48,38
-48,39
-48,39
-47,39
-48,39
-48,39
-47,41
-48,41
-49,41
-48,41
-49,41
-48,41
-48,41
-48,41
-47,41
-48,41
-47,44
-48,44
-48,44
-48,44
-48,44
-49,44
-48,44
-47,44
-48,44
-48,44
-48,47
-49,47
-49,47
-50,47
-49,47
-49,47
-49,47
-50,47
-49,47
-49,47
-49,50
-49,50
-51,50
-50,50
-49,50
-49,50
-48,50
-49,50
-48,50
-47,50
-47,53
-47,53
-47,53
-48,53
-47,53
-46,53
-47,53
-47,53
-47,53
-46,53
-47,56
-47,56
-48,56
-47,55
-47,55
-47,55
-47,55
-46,55
-46,55
-46,55
-47,58
-47,58
-47,58
-47,58
-47,58
-47,58
-47,58
-47,58
-47,58
-47,58
-50,60
-50,60
-49,60
-49,60
-49,60
-49,60
-50,60
-49,60
-50,61
-51,61
-50,63
-52,63
-50,63
-50,63
-50,64
-51,63
-51,63
-50,63
-50,63
-50,63
-50,66
-50,67
-50,67
-51,67
-50,66
-50,66
-50,66
-50,67
-50,67
-51,67
-50,68
-50,68
-50,68
-49,68
-50,68
-50,68
-49,68
-50,68
-49,68
-50,69
-49,72
-49,71
-49,71
-49,71
-49,71
-49,71
-49,71
-49,71
-49,72
-50,71
-50,74
-50,74
-51,73
-51,73
-51,74
-50,74
-51,74
-51,74
-51,74
-51,74
-53,77
-55,77
-53,77
-53,77
-53,77
-53,77
-53,77
-55,77
-55,76
-56,77
-51,80
-52,80
-51,79
-53,79
-52,80
-52,79
-52,80
-52,79
-51,79
-52,79
-53,83
-53,83
-53,83
-53,82
-53,83
-56,83
-56,83
-56,83
-56,83
-57,83
-51,86
-51,85
-51,85
-51,85
-51,85
-51,85
-51,85
-50,85
-51,85
-50,85
-50,87
-50,88
-50,88
-51,88
-51,87
-51,88
-52,88
-50,87
-51,87
-51,88
-55,91
-55,91
-55,90
-55,90
-55,91
-52,91
-50,90
-50,90
-50,91
-50,90
-50,94
-51,94
-51,94
-51,94
-51,93
-51,93
-51,93
-50,93
-51,94
-52,94
-49,98
-49,98
-50,98
-49,96
-52,98
-51,96
-52,97
-51,96
-51,97
-51,98
-49,100
-49,100
-49,100
-50,100
-50,101
-49,99
-50,100
-50,100
-50,100
-50,99
-51,104
-50,104
-49,103
-50,103
-50,103
-50,102
-49,103
-50,103
-50,103
-49,103
-50,105
-50,106
-50,106
-50,106
-50,106
-51,106
-51,105
-50,105
-50,106
-50,105
-51,110
-53,108
-53,109
-53,109
-52,108
-52,108
-52,108
-53,108
-52,108
-54,109
-55,112
-53,112
-53,111
-55,111
-54,111
-53,111
-53,111
-55,111
-57,112
-54,112
-53,114
-53,113
-53,114
-51,115
-52,115
-57,115
-54,114
-53,114
-55,114
-57,114
-57,117
-56,117
-56,117
-55,117
-55,116
-56,117
-55,118
-55,117
-56,118
-55,117
-57,120
-56,120
-55,120
-56,121
-56,120
-56,120
-55,120
-60,120
-60,122
-56,120
-58,124
-58,123
-59,124
-57,124
-60,123
-57,124
-58,123
-58,124
-64,123
-60,123
-59,126
-59,126
-59,127
-59,126
-59,126
-59,126
-59,127
-66,126
-64,126
-65,126
-58,128
-58,129
-57,129
-59,129
-58,128
-59,129
-57,129
-60,129
-60,128
-60,128
-53,131
-51,133
-51,131
-51,132
-51,132
-51,132
-51,132
-52,131
-52,132
-52,131
-53,135
-52,136
-52,134
-53,134
-51,135
-51,135
-50,134
-50,135
-51,135
-52,135
-56,138
-55,137
-57,138
-60,139
-56,138
-56,137
-57,138
-57,138
-56,137
-56,138
-59,141
-60,141
-62,140
-62,140
-62,141
-64,140
-66,141
-62,141
-60,142
-62,141
-60,144
-58,143
-61,144
-58,143
-60,144
-61,144
-60,144
-62,144
-62,144
-62,143
-58,146
-57,146
-60,148
-58,146
-61,147
-62,147
-59,147
-60,146
-60,146
-60,146
-59,150
-59,150
-59,149
-59,149
-59,150
-59,149
-59,149
-59,149
-59,149
-59,150
-59,152
-59,152
-60,152
-60,152
-58,151
-59,152
-52,152
-53,152
-52,151
-51,152
-56,154
-56,154
-56,155
-57,155
-56,154
-56,155
-55,155
-55,155
-53,155
-55,155
-55,158
-56,158
-56,158
-55,158
-58,157
-59,158
-58,159
-59,158
-57,158
-57,158
-57,160
-58,160
-57,161
-56,161
-58,160
-58,161
-57,160
-58,162
-58,161
-57,160
-62,163
-65,163
-63,163
-61,163
-57,163
-55,163
-57,162
-57,163
-57,163
-55,162
-56,165
-58,165
-63,165
-61,165
-61,165
-62,166
-61,166
-60,167
-60,165
-61,167
-57,169
-53,169
-59,168
-57,169
-59,168
-60,168
-61,169
-60,168
-60,170
-61,169
-56,172
-55,171
-56,171
-55,171
-55,171
-51,171
-59,171
-51,171
-51,171
-52,172
-53,175
-52,175
-52,176
-52,175
-52,175
-52,175
-55,174
-53,174
-55,174
-54,175
-55,177
-55,178
-55,177
-55,177
-55,178
-52,177
-55,177
-57,178
-55,177
-57,178
-57,179
-58,181
-56,180
-58,182
-59,180
-56,180
-57,180
-53,180
-63,180
-56,180
-55,182
-55,182
-58,182
-58,182
-57,182
-56,182
-57,183
-59,183
-59,182
-57,183
-57,185
-57,184
-56,185
-60,185
-59,185
-59,185
-59,184
-58,186
-58,185
-58,185
-60,188
-55,188
-59,188
-60,188
-57,188
-58,188
-57,187
-57,188
-55,188
-55,188
-57,190
-57,191
-56,190
-56,190
-53,191
-52,191
-52,190
-52,191
-51,190
-52,192
-52,193
-54,193
-54,193
-53,192
-55,193
-55,193
-54,194
-54,193
-53,194
-53,192
-57,196
-57,196
-58,196
-56,196
-58,196
-58,196
-57,197
-57,196
-56,196
-56,196
