-32,3
-32,3
-31,3
-32,3
-32,3
-32,3
-32,3
-32,3
-32,3
-32,3
-37,9
-34,9
-36,9
-35,9
-36,9
-35,9
-39,9
-35,9
-34,9
-35,9
-34,16
-34,16
-34,16
-35,16
-32,16
-35,16
-35,16
-34,16
-38,16
-37,16
-38,25
-38,25
-38,25
-39,25
-39,25
-40,25
-39,25
-39,25
-39,25
-38,25
-35,30
-36,30
-36,30
-36,30
-37,30
-37,30
-36,30
-36,30
-36,30
-36,30
-38,34
-39,34
-39,34
-40,34
-38,34
-38,34
-39,34
-38,34
-39,34
-37,34
-37,39
-38,40
-38,39
-37,40
-37,40
-37,39
-38,39
-39,40
-37,40
-38,40
-36,46
-37,46
-36,46
-37,46
-37,46
-37,46
-37,46
-37,47
-38,46
-37,46
-39,51
-37,51
-38,52
-39,52
-39,51
-39,51
-40,51
-39,51
-39,51
-38,51
-37,57
-36,57
-36,57
-36,57
-36,57
-37,57
-37,57
-35,57
-37,57
-37,57
-37,64
-38,64
-37,64
-39,64
-38,64
-38,64
-36,64
-36,64
-36,64
-37,64
-38,69
-37,69
-38,69
-38,69
-39,69
-39,69
-38,69
-38,69
-39,69
-38,69
-39,75
-40,74
-39,75
-40,75
-41,75
-40,75
-41,75
-40,75
-40,75
-41,75
-49,80
-46,80
-48,80
-47,80
-46,80
-46,80
-48,80
-47,80
-47,80
-46,80
-43,87
-42,87
-44,87
-46,87
-44,87
-45,88
-46,87
-46,87
-39,87
-39,87
-55,58
-51,59
-56,58
-51,58
-52,58
-55,58
-52,58
-52,58
-51,58
-51,58
-47,63
-46,63
-48,63
-46,63
-47,63
-47,63
-47,63
-47,63
-47,63
-47,63
-47,66
-47,66
-47,66
-47,66
-48,66
-47,66
-48,66
-48,66
-46,66
-47,66
-47,67
-48,67
-47,67
-47,67
-49,67
-46,67
-47,67
-47,67
-48,67
-47,67
-47,67
-47,67
-47,67
-47,67
-47,67
-47,67
-46,67
-46,67
-46,67
-47,67
